480, 0.000301759
479.76, 0.000301926
479.519, 0.000205322
479.279, 6.99327e-05
479.04, 7.58033e-05
478.8, 0.000153614
478.561, 0.000169189
478.322, 0.000128972
478.083, 6.86845e-05
477.844, 7.17629e-05
477.606, 0.000111997
477.368, 0.000122952
477.13, 0.00010189
476.892, 7.42512e-05
476.655, 7.80254e-05
476.418, 9.79141e-05
476.181, 0.000102765
475.944, 9.06195e-05
475.708, 7.89623e-05
475.472, 8.365e-05
475.236, 9.35209e-05
475, 9.40489e-05
474.765, 8.6733e-05
474.529, 8.31771e-05
474.294, 8.80838e-05
474.059, 9.26903e-05
473.825, 9.10126e-05
473.591, 8.69151e-05
473.356, 8.75877e-05
473.123, 9.19554e-05
472.889, 9.3516e-05
472.655, 9.10526e-05
472.422, 8.96789e-05
472.189, 9.25322e-05
471.957, 9.57716e-05
471.724, 9.53859e-05
471.492, 9.33043e-05
471.26, 9.42704e-05
471.028, 9.80332e-05
470.796, 9.98173e-05
470.565, 9.82944e-05
470.334, 9.74311e-05
470.103, 0.000100341
469.872, 0.000104003
469.642, 0.000104178
469.412, 0.000102376
469.182, 0.000103415
468.952, 0.000107773
468.722, 0.000110399
468.493, 0.000109044
468.264, 0.000107951
468.035, 0.000111291
467.807, 0.000116209
467.578, 0.000117139
467.35, 0.000114813
467.122, 0.000115484
466.894, 0.000121142
466.667, 0.000125529
466.439, 0.00012432
466.212, 0.000121977
465.985, 0.000125661
465.759, 0.000132974
465.532, 0.000135532
465.306, 0.000132131
465.08, 0.000131539
464.854, 0.000139001
464.629, 0.000146633
464.403, 0.000146015
464.178, 0.000141339
463.953, 0.000144672
463.729, 0.00015593
463.504, 0.000161815
463.28, 0.000157021
463.056, 0.000153216
462.832, 0.000162922
462.609, 0.000176727
462.385, 0.000178179
462.162, 0.000169054
461.939, 0.000169989
461.716, 0.000188054
461.494, 0.000201593
461.272, 0.000195209
461.05, 0.000183399
460.828, 0.000195224
460.606, 0.000222302
460.385, 0.000230414
460.163, 0.000211987
459.942, 0.000202974
459.722, 0.000234638
459.501, 0.000268866
459.281, 0.00026262
459.06, 0.000226953
458.84, 0.000234272
458.621, 0.000297981
458.401, 0.000334347
458.182, 0.0002973
457.963, 0.000236088
457.744, 0.000290084
457.525, 0.000404281
457.307, 0.000435436
457.088, 0.000336959
456.87, 0.000230048
456.652, 0.000394268
456.435, 0.000592762
456.217, 0.000617329
456, 0.000408584
455.783, 0.00019025
455.566, 0.000589748
455.35, 0.000944348
455.133, 0.000989238
454.917, 0.000624632
454.701, 0.000105136
454.485, 0.00096466
454.269, 0.00165202
454.054, 0.00183025
453.839, 0.00128531
453.624, 0.000298304
453.409, 0.00182735
453.195, 0.00352609
452.98, 0.00449402
452.766, 0.00397747
452.552, 0.00171588
452.338, 0.00773423
452.125, 0.0431144
451.911, 0.0378993
451.698, 0.0099834
451.485, 0.00209738
451.272, 0.00256305
451.06, 0.00391841
450.847, 0.0036675
450.635, 0.00239051
450.423, 0.000756876
450.212, 0.000735477
450, 0.00157476
449.789, 0.00170966
449.577, 0.00124644
449.366, 0.000467445
449.156, 0.000346352
448.945, 0.000854886
448.735, 0.000983376
448.525, 0.000758196
448.315, 0.000358206
448.105, 0.000303983
447.895, 0.000561893
447.686, 0.00063421
447.477, 0.000504677
447.268, 0.000308759
447.059, 0.000310665
446.85, 0.000429257
446.642, 0.00045106
446.434, 0.000367309
446.226, 0.000280684
446.018, 0.000302423
445.81, 0.000353658
445.603, 0.000345668
445.395, 0.000291538
445.188, 0.000262498
444.981, 0.000284419
444.775, 0.000298898
444.568, 0.000276764
444.362, 0.00024812
444.156, 0.000251606
443.95, 0.000266542
443.744, 0.000254946
443.539, 0.000224335
443.333, 0.000220694
443.128, 0.000248442
442.923, 0.000255927
442.718, 0.000218709
442.514, 0.000177187
442.309, 0.00020542
442.105, 0.000255728
441.901, 0.000249022
441.697, 0.000179001
